Aug 25 04:14:20 pranav-cluster-worker2 systemd[1]: Starting kubelet.service - kubelet: The Kubernetes Node Agent...
Aug 25 04:14:20 pranav-cluster-worker2 systemd[1]: Started kubelet.service - kubelet: The Kubernetes Node Agent.
Aug 25 04:14:21 pranav-cluster-worker2 kubelet[133]: I0825 04:14:21.092327     133 server.go:525] "Kubelet version" kubeletVersion="v1.35.0"
Aug 25 04:19:26 pranav-cluster-worker2 kubelet[187]: E0825 04:19:26.514144     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:26 pranav-cluster-worker2 kubelet[187]: E0825 04:19:26.616403     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:26 pranav-cluster-worker2 kubelet[187]: E0825 04:19:26.718748     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:26 pranav-cluster-worker2 kubelet[187]: E0825 04:19:26.820864     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:26 pranav-cluster-worker2 kubelet[187]: E0825 04:19:26.923014     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:27 pranav-cluster-worker2 kubelet[187]: E0825 04:19:27.026098     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:27 pranav-cluster-worker2 kubelet[187]: E0825 04:19:27.128211     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:27 pranav-cluster-worker2 kubelet[187]: E0825 04:19:27.230351     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:27 pranav-cluster-worker2 kubelet[187]: E0825 04:19:27.333999     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:27 pranav-cluster-worker2 kubelet[187]: E0825 04:19:27.436064     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:27 pranav-cluster-worker2 kubelet[187]: E0825 04:19:27.538428     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:27 pranav-cluster-worker2 kubelet[187]: E0825 04:19:27.641037     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:27 pranav-cluster-worker2 kubelet[187]: E0825 04:19:27.743075     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:27 pranav-cluster-worker2 kubelet[187]: E0825 04:19:27.850381     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:27 pranav-cluster-worker2 kubelet[187]: E0825 04:19:27.953591     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:28 pranav-cluster-worker2 kubelet[187]: E0825 04:19:28.056925     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:28 pranav-cluster-worker2 kubelet[187]: E0825 04:19:28.159119     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:28 pranav-cluster-worker2 kubelet[187]: E0825 04:19:28.260964     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:28 pranav-cluster-worker2 kubelet[187]: E0825 04:19:28.363067     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:28 pranav-cluster-worker2 kubelet[187]: E0825 04:19:28.465142     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:28 pranav-cluster-worker2 kubelet[187]: E0825 04:19:28.567438     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:28 pranav-cluster-worker2 kubelet[187]: E0825 04:19:28.669772     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:28 pranav-cluster-worker2 kubelet[187]: E0825 04:19:28.772017     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:28 pranav-cluster-worker2 kubelet[187]: E0825 04:19:28.874005     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:28 pranav-cluster-worker2 kubelet[187]: E0825 04:19:28.976119     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:29 pranav-cluster-worker2 kubelet[187]: E0825 04:19:29.043262     187 controller.go:201] "Failed to ensure lease exists, will retry" err="Get \"https://pranav-cluster-control-plane:6443/apis/coordination.k8s.io/v1/namespaces/kube-node-lease/leases/pranav-cluster-worker2?timeout=10s\": dial tcp 172.18.0.4:6443: connect: connection refused" interval="7s"
Aug 25 04:19:29 pranav-cluster-worker2 kubelet[187]: E0825 04:19:29.077843     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:29 pranav-cluster-worker2 kubelet[187]: E0825 04:19:29.180528     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:29 pranav-cluster-worker2 kubelet[187]: E0825 04:19:29.283188     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:29 pranav-cluster-worker2 kubelet[187]: I0825 04:19:29.329567     187 kubelet_node_status.go:74] "Attempting to register node" node="pranav-cluster-worker2"
Aug 25 04:19:29 pranav-cluster-worker2 kubelet[187]: E0825 04:19:29.331279     187 kubelet_node_status.go:106] "Unable to register node with API server" err="Post \"https://pranav-cluster-control-plane:6443/api/v1/nodes\": dial tcp 172.18.0.4:6443: connect: connection refused" node="pranav-cluster-worker2"
Aug 25 04:19:29 pranav-cluster-worker2 kubelet[187]: E0825 04:19:29.385334     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:29 pranav-cluster-worker2 kubelet[187]: E0825 04:19:29.487096     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:29 pranav-cluster-worker2 kubelet[187]: E0825 04:19:29.591824     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:29 pranav-cluster-worker2 kubelet[187]: E0825 04:19:29.693762     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:29 pranav-cluster-worker2 kubelet[187]: E0825 04:19:29.796080     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:29 pranav-cluster-worker2 kubelet[187]: E0825 04:19:29.899487     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:30 pranav-cluster-worker2 kubelet[187]: E0825 04:19:30.002455     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:30 pranav-cluster-worker2 kubelet[187]: E0825 04:19:30.105139     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:30 pranav-cluster-worker2 kubelet[187]: E0825 04:19:30.207066     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:30 pranav-cluster-worker2 kubelet[187]: E0825 04:19:30.309208     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:30 pranav-cluster-worker2 kubelet[187]: E0825 04:19:30.411215     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:30 pranav-cluster-worker2 kubelet[187]: E0825 04:19:30.513994     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:30 pranav-cluster-worker2 kubelet[187]: E0825 04:19:30.619642     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:30 pranav-cluster-worker2 kubelet[187]: E0825 04:19:30.722719     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:30 pranav-cluster-worker2 kubelet[187]: E0825 04:19:30.826523     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:30 pranav-cluster-worker2 kubelet[187]: E0825 04:19:30.929543     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:31 pranav-cluster-worker2 kubelet[187]: E0825 04:19:31.031849     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:31 pranav-cluster-worker2 kubelet[187]: E0825 04:19:31.134607     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:31 pranav-cluster-worker2 kubelet[187]: E0825 04:19:31.236139     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:31 pranav-cluster-worker2 kubelet[187]: E0825 04:19:31.337620     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:31 pranav-cluster-worker2 kubelet[187]: E0825 04:19:31.439658     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:31 pranav-cluster-worker2 kubelet[187]: E0825 04:19:31.541644     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:31 pranav-cluster-worker2 kubelet[187]: E0825 04:19:31.644444     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:31 pranav-cluster-worker2 kubelet[187]: E0825 04:19:31.746537     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:31 pranav-cluster-worker2 kubelet[187]: E0825 04:19:31.848608     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:31 pranav-cluster-worker2 kubelet[187]: E0825 04:19:31.950876     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:32 pranav-cluster-worker2 kubelet[187]: E0825 04:19:32.054377     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:32 pranav-cluster-worker2 kubelet[187]: E0825 04:19:32.158086     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:32 pranav-cluster-worker2 kubelet[187]: E0825 04:19:32.260698     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:32 pranav-cluster-worker2 kubelet[187]: E0825 04:19:32.362172     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:32 pranav-cluster-worker2 kubelet[187]: E0825 04:19:32.462624     187 eviction_manager.go:297] "Eviction manager: failed to get summary stats" err="failed to get node info: node \"pranav-cluster-worker2\" not found"
Aug 25 04:19:32 pranav-cluster-worker2 kubelet[187]: E0825 04:19:32.464514     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:32 pranav-cluster-worker2 kubelet[187]: E0825 04:19:32.568143     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:32 pranav-cluster-worker2 kubelet[187]: E0825 04:19:32.669320     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:32 pranav-cluster-worker2 kubelet[187]: E0825 04:19:32.773968     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:32 pranav-cluster-worker2 kubelet[187]: E0825 04:19:32.875686     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:32 pranav-cluster-worker2 kubelet[187]: E0825 04:19:32.978016     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:33 pranav-cluster-worker2 kubelet[187]: E0825 04:19:33.080657     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:33 pranav-cluster-worker2 kubelet[187]: E0825 04:19:33.182646     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:33 pranav-cluster-worker2 kubelet[187]: E0825 04:19:33.284893     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:33 pranav-cluster-worker2 kubelet[187]: E0825 04:19:33.386928     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:33 pranav-cluster-worker2 kubelet[187]: E0825 04:19:33.489049     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:33 pranav-cluster-worker2 kubelet[187]: E0825 04:19:33.591900     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:33 pranav-cluster-worker2 kubelet[187]: E0825 04:19:33.693908     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:33 pranav-cluster-worker2 kubelet[187]: E0825 04:19:33.796759     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:33 pranav-cluster-worker2 kubelet[187]: E0825 04:19:33.899618     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:34 pranav-cluster-worker2 kubelet[187]: E0825 04:19:34.001923     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:34 pranav-cluster-worker2 kubelet[187]: E0825 04:19:34.014177     187 event.go:368] "Unable to write event (may retry after sleeping)" err="Post \"https://pranav-cluster-control-plane:6443/api/v1/namespaces/default/events\": dial tcp 172.18.0.4:6443: connect: connection refused" event="&Event{ObjectMeta:{pranav-cluster-worker2.18cef1296c6934b9  default    0 0001-01-01 00:00:00 +0000 UTC <nil> <nil> map[] map[] [] [] []},InvolvedObject:ObjectReference{Kind:Node,Namespace:,Name:pranav-cluster-worker2,UID:,APIVersion:v1,ResourceVersion:,FieldPath:,},Reason:NodeHasNoDiskPressure,Message:Node pranav-cluster-worker2 status is now: NodeHasNoDiskPressure,Source:EventSource{Component:kubelet,Host:pranav-cluster-worker2,},FirstTimestamp:2026-08-25 04:14:22.327452857 +0000 UTC m=+0.077043637,LastTimestamp:2026-08-25 04:14:22.327452857 +0000 UTC m=+0.077043637,Count:1,Type:Normal,EventTime:0001-01-01 00:00:00 +0000 UTC,Series:nil,Action:,Related:nil,ReportingController:kubelet,ReportingInstance:pranav-cluster-worker2,}"
Aug 25 04:19:34 pranav-cluster-worker2 kubelet[187]: E0825 04:19:34.014296     187 event.go:307] "Unable to write event (retry limit exceeded!)" event="&Event{ObjectMeta:{pranav-cluster-worker2.18cef1296c6934b9  default    0 0001-01-01 00:00:00 +0000 UTC <nil> <nil> map[] map[] [] [] []},InvolvedObject:ObjectReference{Kind:Node,Namespace:,Name:pranav-cluster-worker2,UID:,APIVersion:v1,ResourceVersion:,FieldPath:,},Reason:NodeHasNoDiskPressure,Message:Node pranav-cluster-worker2 status is now: NodeHasNoDiskPressure,Source:EventSource{Component:kubelet,Host:pranav-cluster-worker2,},FirstTimestamp:2026-08-25 04:14:22.327452857 +0000 UTC m=+0.077043637,LastTimestamp:2026-08-25 04:14:22.327452857 +0000 UTC m=+0.077043637,Count:1,Type:Normal,EventTime:0001-01-01 00:00:00 +0000 UTC,Series:nil,Action:,Related:nil,ReportingController:kubelet,ReportingInstance:pranav-cluster-worker2,}"
Aug 25 04:19:34 pranav-cluster-worker2 kubelet[187]: E0825 04:19:34.015040     187 event.go:368] "Unable to write event (may retry after sleeping)" err="Post \"https://pranav-cluster-control-plane:6443/api/v1/namespaces/default/events\": dial tcp 172.18.0.4:6443: connect: connection refused" event="&Event{ObjectMeta:{pranav-cluster-worker2.18cef1296c694b0c  default    0 0001-01-01 00:00:00 +0000 UTC <nil> <nil> map[] map[] [] [] []},InvolvedObject:ObjectReference{Kind:Node,Namespace:,Name:pranav-cluster-worker2,UID:,APIVersion:v1,ResourceVersion:,FieldPath:,},Reason:NodeHasSufficientPID,Message:Node pranav-cluster-worker2 status is now: NodeHasSufficientPID,Source:EventSource{Component:kubelet,Host:pranav-cluster-worker2,},FirstTimestamp:2026-08-25 04:14:22.327458572 +0000 UTC m=+0.077049363,LastTimestamp:2026-08-25 04:14:22.327458572 +0000 UTC m=+0.077049363,Count:1,Type:Normal,EventTime:0001-01-01 00:00:00 +0000 UTC,Series:nil,Action:,Related:nil,ReportingController:kubelet,ReportingInstance:pranav-cluster-worker2,}"
Aug 25 04:19:34 pranav-cluster-worker2 kubelet[187]: E0825 04:19:34.105053     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:34 pranav-cluster-worker2 kubelet[187]: E0825 04:19:34.207486     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:34 pranav-cluster-worker2 kubelet[187]: E0825 04:19:34.309994     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:34 pranav-cluster-worker2 kubelet[187]: E0825 04:19:34.412956     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
Aug 25 04:19:34 pranav-cluster-worker2 kubelet[187]: E0825 04:19:34.516677     187 reconstruct.go:188] "Failed to get Node status to reconstruct device paths" err="Get \"https://pranav-cluster-control-plane:6443/api/v1/nodes/pranav-cluster-worker2\": dial tcp 172.18.0.4:6443: connect: connection refused"
